NAME,GEOID,state_name,Share with Medical Debt in Collections,"Share with Medical Debt in Collections, Communities of Color","Share with Medical Debt in Collections, Majority White Communities","% population without health insurance, 2019 (ACS)","% white, non-Hispanic population without health insurance, 2019 (ACS)","% non-white population without health insurance, 2019 (ACS)","Median Medical Debt in Collections, All","Median Medical Debt in Collections, Communities of Color","Median Medical Debt in Collections, Majority White Communities",poc_pct,"Average household income, 2019 (ACS)","Average non-white household income, 2019 (ACS)","Average white, non-Hispanic household income, 2019 (ACS)"
"Swain County, North Carolina",37173,North Carolina,.1486068,n/a*,.1464286,.21493,.1249421,.3577071,n/a*,n/a*,n/a*,.3829593,56555,57895,55910
"Perry County, Tennessee",47135,Tennessee,.1484716,n/a**,.1484716,.1610712,.1556019,.2245557,n/a*,n/a**,n/a*,.0813866,72210,37197,74184
"Alger County, Michigan",26003,Michigan,.1484099,n/a**,.1484099,.082668,.0743869,.1585518,n/a*,n/a**,n/a*,.1640258,55675,54327,55776
"Franklin County, Ohio",39049,Ohio,.1483796,.2288427,.120372,.0798782,.0547926,.1207112,615,691,564,.3802147,87764,63762,99946
"Macon County, North Carolina",37113,North Carolina,.1483333,n/a**,.1465517,.1329097,.1047492,.3614109,534,n/a**,547,.1095855,64288,48934,65600
"Orange County, Virginia",51137,Virginia,.1483051,n/a**,.1478934,.0942864,.0867842,.121216,622,n/a**,624,.2191891,82025,68649,84630
"Brazoria County, Texas",48039,Texas,.148205,.1391753,.157247,.1446444,.1109411,.1732105,850,921,702,.5474612,105432,104178,106576
"Lauderdale County, Mississippi",28075,Mississippi,.1480058,.1845794,.1135857,.1143815,.074071,.1583093,1063,1360,781,.4748358,60357,34543,83916
"Dearborn County, Indiana",18029,Indiana,.1479876,n/a**,.1479876,.0501777,.049828,.0591106,740,n/a**,740,.0386427,80394,54490,80937
"Monroe County, Georgia",13207,Georgia,.1479769,n/a**,.1708684,.1198344,.1019867,.1698746,858,n/a**,978,.2759192,86317,49959,98310
"Wayne County, Illinois",17191,Illinois,.1479714,n/a**,.1483254,.0830327,.0809024,.1370968,1182,n/a**,1182,.0381051,60461,41435,61048
"Gilchrist County, Florida",12041,Florida,.1479675,n/a**,.1479675,.1757587,.1595372,.3412003,588,n/a**,588,.1378043,56762,35735,58336
"Garland County, Arkansas",05051,Arkansas,.1479022,n/a**,.1492537,.1102823,.0692858,.2965031,615,n/a**,620,.1793922,61782,45072,64447
"Macoupin County, Illinois",17117,Illinois,.1479014,n/a**,.1479014,.0450412,.0444614,.0591549,821,n/a**,821,.0394387,68714,57349,69078
"Lake County, Florida",12069,Florida,.1476557,.2885572,.1437939,.1111438,.0896388,.1571601,900,1050,880,.3200687,75726,63046,79775
"Saginaw County, Michigan",26145,Michigan,.1476175,.255771,.1081147,.0379123,.0330538,.0488781,407,375,430,.3104771,70446,49451,78220
"Henry County, Ohio",39069,Ohio,.1475973,n/a**,.1448436,.0395204,.0332002,.095064,752,n/a**,752,.1019553,70931,55299,72067
"Tulare County, California",06107,California,.1475919,.1511818,.0857143,.0710468,.0384252,.0834178,375,381,n/a*,.7243664,74820,68384,85045
"Horry County, South Carolina",45051,South Carolina,.1475538,n/a**,.1468958,.1493646,.1171071,.2604893,646,n/a**,655,.2270691,70581,49324,74852
"Huron County, Ohio",39077,Ohio,.1475493,n/a**,.1471183,.0704099,.0687105,.0858842,529,n/a**,529,.0986647,65653,54900,66544
"Defiance County, Ohio",39039,Ohio,.1475272,n/a**,.146588,.0553751,.0482668,.100485,853,n/a**,866,.1360325,73694,70551,74070
"Franklin County, Virginia",51067,Virginia,.1474943,n/a**,.1445853,.0935625,.086704,.1405284,396,n/a**,385,.1280011,73280,53733,75410
"Pinellas County, Florida",12103,Florida,.1474574,.2539683,.1348417,.1144589,.1001571,.1539592,1080,1465,1003,.2663324,83277,67502,87082
"Pulaski County, Illinois",17153,Illinois,.1474359,n/a*,.1226415,.0541326,.0484883,.064032,n/a*,n/a*,n/a*,.3635209,52110,33574,61652
"Montgomery County, Indiana",18107,Indiana,.1473064,n/a**,.1473064,.0844977,.068669,.263898,708,n/a**,708,.0812286,67020,41061,68561
"Pinal County, Arizona",04021,Arizona,.1472626,.2039181,.1233362,.0940278,.0665821,.1314341,648,517,719,.4400796,78763,70124,82969
"Musselshell County, Montana",30065,Montana,.1472393,n/a**,.1472393,.0682154,.0671141,.0797101,n/a*,n/a**,n/a*,.0887537,55725,75267,53544
"Knox County, Maine",23013,Maine,.1472081,n/a**,.147016,.0940683,.0957981,.0535032,562,n/a**,567,.0484419,75377,58702,75802
"Adams County, Colorado",08001,Colorado,.1471609,.1880503,.0980777,.1027696,.0634507,.140372,654,699,635,.5107891,91713,79449,100023
"Taylor County, Kentucky",21217,Kentucky,.1471292,n/a**,.1492718,.0405722,.037822,.0643185,476,n/a**,476,.1046889,59529,56075,59745
"Fayette County, Indiana",18041,Indiana,.146978,n/a**,.146978,.0967446,.0946212,.1427156,474,n/a**,474,.0449254,56682,35596,57620
"Keokuk County, Iowa",19107,Iowa,.1469649,n/a**,.1451613,.0282906,.0276118,.0461957,n/a*,n/a**,n/a*,.0363172,70155,43606,71041
"Shenandoah County, Virginia",51171,Virginia,.1469508,n/a**,.1470588,.081861,.0719283,.1521944,429,n/a**,429,.1238664,69718,57168,70879
"Montgomery County, Tennessee",47125,Tennessee,.1468366,n/a**,.1161826,.0842548,.0656494,.1142919,741,n/a**,695,.3796012,71883,56990,80361
"Morgan County, Illinois",17137,Illinois,.146789,n/a**,.1484536,.0358212,.0335225,.0567823,817,n/a**,817,.1183169,64238,42309,65612
"Garfield County, Colorado",08045,Colorado,.1467363,n/a**,.1451441,.1604253,.0881799,.3150678,1334,n/a**,1332,.3186182,90090,71137,95746
"Effingham County, Georgia",13103,Georgia,.1465,n/a**,.1465733,.0889398,.0810765,.1176608,559,n/a**,559,.2172396,85885,68907,89744
"Union County, New Jersey",34039,New Jersey,.146485,.1938567,.0563284,.1228002,.0373111,.1744922,430,422,484,.6220843,116947,89459,153352
"Searcy County, Arkansas",05129,Arkansas,.1464646,n/a**,.1464646,.0646811,.0540392,.2105263,n/a*,n/a**,n/a*,.0686646,48048,23055,49269
"Fluvanna County, Virginia",51065,Virginia,.1464646,n/a*,.1480484,.0676823,.0537629,.1206174,679,n/a*,710,.2182823,101489,77149,105718
"Pulaski County, Kentucky",21199,Kentucky,.1463415,n/a**,.1454545,.0600113,.0552563,.1385293,346,n/a**,346,.0576845,60035,68374,59667
"Concho County, Texas",48095,Texas,.1463415,n/a*,n/a*,.1271071,.1306818,.1178396,n/a*,n/a*,n/a*,.4715248,67689,43437,74285
"Levy County, Florida",12075,Florida,.1461701,n/a**,.1465517,.151562,.1410869,.1929673,717,n/a**,720,.202485,49934,40057,51874
"Crittenden County, Kentucky",21055,Kentucky,.1461539,n/a**,.1467181,.0904322,.0904463,.0900621,n/a*,n/a**,n/a*,.0394444,58303,63403,58142
"Wood County, Wisconsin",55141,Wisconsin,.1460897,n/a**,.1460897,.0311483,.0270234,.0788288,1225,n/a**,1225,.0775933,73613,54289,74572
"Claiborne Parish, Louisiana",22027,Louisiana,.1459854,n/a*,n/a*,.1078134,.1034483,.1115113,721,n/a*,n/a*,.5483891,43917,38155,49433
"Oscoda County, Michigan",26135,Michigan,.1458333,n/a**,.1458333,.1341136,.1324917,.1694444,n/a*,n/a**,n/a*,.0448594,54980,29911,55988
"Frederick County, Virginia",51069,Virginia,.1456954,n/a**,.1457462,.0752391,.0470661,.2084606,459,n/a**,459,.1656078,97434,84304,99078
"Allegan County, Michigan",26005,Michigan,.1456899,n/a**,.1433004,.0658455,.0646764,.0746858,527,n/a**,542,.1188591,78236,57001,80280
"Hamilton County, Ohio",39061,Ohio,.1456696,.2144119,.1160948,.0623665,.0427914,.0981558,802,877,739,.3527652,89581,57410,104870
"Polk County, Arkansas",05113,Arkansas,.1456311,n/a**,.1456311,.1047519,.0860295,.2369802,399,n/a**,399,.1239674,55295,39014,56992
"Simpson County, Mississippi",28127,Mississippi,.1454768,n/a*,.1556886,.1412015,.1479133,.1303743,588,n/a*,594,.3841119,61093,41397,72418
"Gladwin County, Michigan",26051,Michigan,.1453901,n/a**,.1453901,.0926354,.0903095,.147929,500,n/a**,500,.0421694,58130,48232,58448
"LaSalle County, Illinois",17099,Illinois,.1453627,n/a**,.1454924,.034608,.0235599,.1024929,685,n/a**,685,.1455571,71489,54765,73252
"Union County, Ohio",39159,Ohio,.1452381,n/a**,.1449016,.0431186,.0444302,.0308761,737,n/a**,740,.1047137,104000,130536,101643
"Armstrong County, Texas",48011,Texas,.1451613,n/a**,.1451613,.0733368,.0725995,.079602,n/a*,n/a**,n/a*,.1064369,83298,64282,85263
"Pasco County, Florida",12101,Florida,.144999,n/a**,.1539683,.1288693,.1131051,.1707215,985,n/a**,1016,.2739053,73875,77845,72828
"Lebanon County, Pennsylvania",42075,Pennsylvania,.1449738,n/a**,.1452386,.0753619,.0566849,.1540296,938,n/a**,938,.1901998,75913,59611,79188
"Gooding County, Idaho",16047,Idaho,.144958,n/a**,.1458967,.1608234,.0850294,.3208678,1167,n/a**,n/a*,.3214286,62514,55675,64358
"Williams County, Ohio",39171,Ohio,.1448396,n/a**,.1448396,.0479734,.0447717,.0937901,708,n/a**,708,.0739896,64821,54235,65318
"Ashland County, Ohio",39005,Ohio,.1447853,n/a**,.1453202,.088765,.0907366,.0457291,578,n/a**,578,.0440264,66426,78991,66023
"Perry County, Kentucky",21193,Kentucky,.1447527,n/a**,.1453104,.052219,.0456085,.1858191,266,n/a**,259,.048152,53993,43142,54396
"Kenosha County, Wisconsin",55059,Wisconsin,.1447368,n/a**,.1451234,.0811707,.0514009,.172397,789,n/a**,786,.2460884,80630,61390,84344
"Jackson County, Georgia",13157,Georgia,.1446517,n/a**,.1449106,.1171523,.0961308,.1992118,834,n/a**,862,.1865213,84923,79638,86050
"Yellowstone County, Montana",30111,Montana,.1446443,n/a**,.1441065,.0552671,.0479238,.1005398,720,n/a**,705,.1407378,88264,57513,91897
"Alexander County, North Carolina",37003,North Carolina,.1444976,n/a**,.1444976,.0886989,.0725961,.2116911,448,n/a**,448,.1321044,68416,46919,70258
"Fulton County, Pennsylvania",42057,Pennsylvania,.1444653,n/a**,.1444653,.0614683,.0588742,.1270417,807,n/a**,807,.0396388,64334,48725,64793
"Clark County, Arkansas",05019,Arkansas,.1444445,n/a*,.1419753,.0852193,.0685521,.1214214,756,n/a*,834,.3130975,54473,45120,58488
"Baraga County, Michigan",26013,Michigan,.1444043,n/a**,.125,.0549165,.0466724,.0863546,n/a*,n/a**,n/a*,.2737205,60698,57272,61501
"Powell County, Montana",30077,Montana,.1442786,n/a**,.1442786,.0636797,.0587415,.1748879,n/a*,n/a**,n/a*,.1062154,65914,26773,66772
"Harris County, Georgia",13145,Georgia,.1441948,n/a**,.1301154,.068016,.071691,.0554897,809,n/a**,809,.2312271,99608,71492,106734
"Montgomery County, Illinois",17135,Illinois,.144186,n/a**,.144186,.0360701,.0358463,.0437756,1028,n/a**,1028,.0674691,65721,58311,65879
"Gibson County, Indiana",18051,Indiana,.144186,n/a**,.1444548,.0631939,.0626573,.0712555,910,n/a**,910,.0642976,70778,47030,71697
"Treasure County, Montana",30103,Montana,.1441441,n/a**,.1441441,.0494012,.0492063,.0526316,n/a*,n/a**,n/a*,.0568862,58435,13300,62653
"Huerfano County, Colorado",08055,Colorado,.1440329,n/a*,.1052632,.0959156,.0791187,.1222965,n/a*,n/a*,n/a*,.3886809,50466,44024,53769
"Richland County, Ohio",39139,Ohio,.1439689,n/a*,.1382488,.072685,.0716801,.079701,643,n/a*,637,.1451941,65660,62007,66107
"Geary County, Kansas",20061,Kansas,.1439655,n/a**,.0714286,.0674692,.0502238,.0896861,700,n/a**,n/a*,.433975,61506,56350,65044
"Rappahannock County, Virginia",51157,Virginia,.1438849,n/a**,.1438849,.1342737,.12,.2441038,n/a*,n/a**,n/a*,.115614,101971,65377,105437
"Kent County, Michigan",26081,Michigan,.1438254,.2633053,.1224949,.0600592,.0380228,.1203652,505,511,486,.2681097,87827,62611,94679
"Winnebago County, Wisconsin",55139,Wisconsin,.1437748,n/a**,.1431827,.0515422,.0392718,.1436262,995,n/a**,1000,.113461,77165,59698,78972
"McCracken County, Kentucky",21145,Kentucky,.1435946,n/a**,.1425178,.0745049,.0804078,.0455633,531,n/a**,531,.1670037,69078,52664,71716
"Davidson County, Tennessee",47037,Tennessee,.1435506,.214821,.1037535,.1137481,.0631628,.1786474,767,959,754,.4396955,92592,67351,108301
"Hamilton County, Iowa",19079,Iowa,.1434689,n/a**,.1434689,.03,.0198696,.1127633,1016,n/a**,1016,.108155,71567,47982,73504
"Coffee County, Alabama",01031,Alabama,.1433081,n/a**,.1444445,.0975834,.0811159,.1357517,1290,n/a**,1290,.2985366,70079,52097,76975
"Preble County, Ohio",39135,Ohio,.1431888,n/a**,.1431888,.0636941,.0624587,.0971744,659,n/a**,659,.0363079,71405,55835,71893
"Macon County, Missouri",29121,Missouri,.1428571,n/a**,.1428571,.1069397,.1098154,.065285,917,n/a**,917,.0640174,53813,38158,54516
"Jeff Davis County, Texas",48243,Texas,.1428571,n/a*,n/a**,.1694993,.0943838,.277095,n/a*,n/a*,n/a**,.416332,57275,50871,59503
"Madison County, Ohio",39097,Ohio,.1427581,n/a**,.1427581,.0673045,.0657504,.0898921,783,n/a**,783,.1150787,84360,88882,84094
"Logan County, Illinois",17107,Illinois,.1426844,n/a**,.1432039,.0448417,.0399748,.1043702,505,n/a**,505,.1363307,73126,52185,74056
"Randolph County, Missouri",29175,Missouri,.1426426,n/a**,.1426426,.0959965,.0974733,.0826374,871,n/a**,871,.115162,57461,41233,58667
"Webster County, Kentucky",21233,Kentucky,.1425,n/a**,.1425,.0615373,.05237,.1323731,435,n/a**,435,.1163912,58282,45726,59598
"Blackford County, Indiana",18009,Indiana,.142487,n/a**,.142487,.0554103,.0484683,.2037736,1236,n/a**,1236,.0447848,56693,48209,56979
"Iredell County, North Carolina",37097,North Carolina,.142469,n/a**,.1427106,.0964114,.067866,.1838075,609,n/a**,616,.2402215,90976,71889,96222
"Prowers County, Colorado",08099,Colorado,.1424242,n/a*,n/a*,.100261,.0656349,.1495613,n/a*,n/a*,n/a*,.4110797,57202,45778,62976
"Spencer County, Indiana",18147,Indiana,.1424,n/a**,.1426256,.0419037,.0393976,.0888672,830,n/a**,826,.0513523,76231,49903,77195
"Franklin County, Illinois",17055,Illinois,.1423868,n/a**,.1423868,.0630626,.0589415,.1608752,468,n/a**,468,.0414665,56109,46593,56339
"Hancock County, Indiana",18059,Indiana,.1423853,n/a*,.1407658,.0404198,.0406064,.0384025,898,n/a*,888,.07622,89907,127962,87996
"Monroe County, Missouri",29137,Missouri,.1422764,n/a**,.1422764,.0950481,.0936197,.1136738,n/a*,n/a**,n/a*,.0709236,56487,38354,57501
"Dade County, Missouri",29057,Missouri,.1422594,n/a**,.1422594,.1359602,.1304161,.2188841,n/a*,n/a**,n/a*,.0629454,55998,28542,57519
"Goliad County, Texas",48175,Texas,.1422222,n/a*,n/a*,.0972669,.0815627,.1195335,n/a*,n/a*,n/a*,.4173166,77169,50450,94662
"Bureau County, Illinois",17011,Illinois,.1421846,.2181818,.1380338,.0464357,.0313469,.1535608,1365,n/a*,1461,.12303,72177,64759,72846
"Elkhart County, Indiana",18039,Indiana,.1421545,n/a**,.1420801,.1573258,.1528149,.1700939,803,n/a**,803,.2521779,72420,48819,78714
"Meade County, Kentucky",21163,Kentucky,.1421144,n/a**,.1520468,.0437138,.0437745,.0431462,481,n/a**,465,.1055993,72177,61079,73285
"Onondaga County, New York",36067,New York,.1419912,.2644163,.107123,.035792,.0330155,.0447946,449,364,399,.2364829,83860,53520,90574
"Montgomery County, Texas",48339,Texas,.1419466,.2147716,.1270129,.137715,.0990034,.2071442,796,1065,699,.3568048,120306,95849,130017
"Knox County, Kentucky",21121,Kentucky,.1419285,n/a**,.1417143,.0521562,.0518304,.059542,364,n/a**,361,.0423402,44833,32065,45125
"Greene County, Indiana",18055,Indiana,.141822,n/a**,.141822,.0787409,.0775639,.1146245,833,n/a**,833,.0338319,62184,46421,62478
"Lincoln County, Nevada",32017,Nevada,.1417323,n/a**,.1417323,.0944625,.0842348,.2653846,n/a*,n/a**,n/a*,.1305019,66310,38504,68786
"Tuscaloosa County, Alabama",01125,Alabama,.1416463,n/a*,.1178719,.0714671,.0567094,.094289,898,n/a*,826,.3845156,73432,52839,84986
"Prince George County, Virginia",51149,Virginia,.1415183,.1307692,.1007463,.0656865,.0527566,.0823915,763,n/a*,n/a*,.4513302,88177,81510,92476
"Sevier County, Utah",49041,Utah,.1414286,n/a**,.1414286,.1124839,.0971005,.2885986,937,n/a**,937,.0829887,66377,60191,66717
"Apache County, Arizona",04001,Arizona,.1414254,.1293038,.1609589,.3144213,.0918439,.3628874,656,546,n/a*,.8200648,43748,37697,65916
"Spencer County, Kentucky",21215,Kentucky,.1413969,n/a**,.1413969,.0378914,.0382345,.032491,452,n/a**,452,.0593148,91493,92366,91446
"Jefferson County, New York",36045,New York,.1412543,n/a**,.1478261,.049821,.0524891,.0336685,668,n/a**,668,.1874283,67368,76617,66042
"Lonoke County, Arkansas",05085,Arkansas,.1411398,n/a*,.1414835,.0838919,.0696851,.1712193,359,n/a*,362,.1399873,75963,47154,79271
"Union County, Iowa",19175,Iowa,.1411043,n/a**,.1411043,.0618152,.0600313,.0896739,n/a*,n/a**,n/a*,.0599612,64915,71082,64706
"Habersham County, Georgia",13137,Georgia,.1410727,n/a**,.1419069,.158523,.1295337,.259464,1213,n/a**,1213,.2270649,63866,60578,64466
"Madison County, Arkansas",05087,Arkansas,.1410579,n/a**,.1410579,.1034526,.0930442,.1918776,325,n/a**,325,.106656,61176,34827,63162
"Clay County, Kentucky",21051,Kentucky,.1409836,n/a**,.1411565,.0705617,.0669817,.1486811,261,n/a**,260,.0742341,39471,41431,39429
"Wagoner County, Oklahoma",40145,Oklahoma,.1408563,n/a*,.1370935,.1198513,.0898959,.1913727,702,n/a*,651,.2946155,83348,79407,84605
"Haywood County, North Carolina",37087,North Carolina,.1408519,n/a**,.1412567,.0987194,.0932782,.1666296,712,n/a**,709,.0738375,68390,57356,69057
"De Witt County, Illinois",17039,Illinois,.1408163,n/a**,.1408163,.0415362,.0356446,.1538462,949,n/a**,949,.0538539,71098,61192,71414
"Alpena County, Michigan",26007,Michigan,.1407186,n/a**,.1407186,.0535993,.0540611,.0427201,491,n/a**,491,.0428822,57448,70938,57068
"Socorro County, New Mexico",35053,New Mexico,.1406551,.1342593,n/a*,.0818605,.0393908,.103842,479,479,n/a*,.6580852,54875,45968,67304
"Steuben County, New York",36101,New York,.1406196,n/a**,.1406685,.0526288,.050895,.0772705,797,n/a**,797,.0643214,70353,88687,69403
"McKean County, Pennsylvania",42083,Pennsylvania,.1405623,n/a**,.1385643,.0391704,.0379002,.071191,609,n/a**,623,.06524,64783,102464,64055
"Adair County, Kentucky",21001,Kentucky,.1405109,n/a**,.1415441,.0536704,.0505387,.0991803,332,n/a**,332,.0672147,53464,34382,54412
"Winnebago County, Illinois",17201,Illinois,.1404754,.2248394,.1252572,.0577403,.0455197,.0832294,625,749,574,.3240661,73962,56952,79896
"Letcher County, Kentucky",21133,Kentucky,.140458,n/a**,.1408669,.0481426,.0469584,.0945455,426,n/a**,422,.0254317,47200,55404,47002
"Russell County, Kentucky",21207,Kentucky,.1403813,n/a**,.1403813,.0782628,.0552375,.4073107,459,n/a**,459,.0651929,49682,61116,49289
"Ouachita County, Arkansas",05103,Arkansas,.1403743,n/a**,.1639344,.0708142,.05194,.0939693,425,n/a**,n/a*,.4487201,50129,36265,61047
"Columbia County, Georgia",13073,Georgia,.1402426,n/a**,.131068,.0895198,.0716176,.1263106,966,n/a**,993,.3281009,111034,104540,113319
"Ochiltree County, Texas",48357,Texas,.1402214,n/a**,n/a*,.2114831,.1198614,.2806345,n/a*,n/a**,n/a*,.5689468,68093,56124,77712
"Kearny County, Kansas",20093,Kansas,.1401869,n/a**,.1235955,.1518066,.109247,.2367601,n/a*,n/a**,n/a*,.3314564,71099,51858,77225
"Marion County, Florida",12083,Florida,.1401812,.1841877,.1318776,.1254702,.1027879,.1780008,724,745,699,.3059749,64731,55057,67702
"Pickett County, Tennessee",47137,Tennessee,.1401274,n/a**,.1401274,.040008,.0383688,.4285714,n/a*,n/a**,n/a*,.0059067,54705,50057,54733
"Madison County, Georgia",13195,Georgia,.1400438,n/a**,.1390135,.1510722,.1299155,.2472748,457,n/a**,484,.1815319,65543,48305,68813
"Kiowa County, Colorado",08061,Colorado,.14,n/a**,.14,.0629275,.0431548,.2881356,n/a*,n/a**,n/a*,.0832774,59705,45017,60558
"Tuscola County, Michigan",26157,Michigan,.1398723,n/a**,.1402794,.0522688,.0516745,.0611128,444,n/a**,444,.066605,62669,56927,62916
"Blount County, Alabama",01009,Alabama,.1397849,n/a*,.1392978,.1076428,.0864815,.2495287,953,n/a*,953,.1310657,65639,49595,67146
"Franklin County, Mississippi",28037,Mississippi,.1397849,n/a**,.0927835,.0947093,.0869385,.1080028,n/a*,n/a**,n/a*,.368421,57657,42366,66385
"Platte County, Wyoming",56031,Wyoming,.1397059,n/a**,.1397059,.1126344,.0898307,.2912317,n/a*,n/a**,n/a*,.1150082,77665,64066,79422
"Carson County, Texas",48065,Texas,.1396648,n/a**,.1396648,.0989618,.0829107,.1962175,n/a*,n/a**,n/a*,.1427858,89245,86173,89627
"Hall County, Nebraska",31079,Nebraska,.1396188,n/a**,.1033138,.1193988,.0719793,.213759,849,n/a**,830,.3332898,73971,59123,78997
"Williamson County, Texas",48491,Texas,.1395948,n/a*,.1240138,.100087,.0727721,.1376161,551,n/a*,548,.4204497,109561,98955,115449
"Santa Fe County, New Mexico",35049,New Mexico,.139558,.2035895,.1026971,.1196043,.0350121,.1837327,571,609,748,.5705849,88182,62463,110756
"Manassas city, Virginia",51683,Virginia,.1395522,n/a**,n/a**,.1524999,.0610214,.2156701,900,n/a**,n/a**,.5917326,97250,83967,110097
"Costilla County, Colorado",08023,Colorado,.1393443,.1355932,n/a*,.1148198,.0984,.1230461,n/a*,n/a*,n/a*,.6662216,46633,37487,68921
"Highlands County, Florida",12055,Florida,.1392627,n/a**,.1338491,.1159674,.0722566,.2007109,647,n/a**,602,.3290892,65399,50916,70582
"Schuyler County, Missouri",29197,Missouri,.1392405,n/a**,.1392405,.1513406,.1547239,.0381679,n/a*,n/a**,n/a*,.030955,53256,66350,53185
"Haskell County, Oklahoma",40061,Oklahoma,.1392405,n/a**,.1392405,.178959,.1372284,.2780749,794,n/a**,794,.295657,55908,47152,58632
"Jersey County, Illinois",17083,Illinois,.1391586,n/a**,.1391586,.0418751,.0419185,.040884,688,n/a**,688,.0436705,75610,44888,76294
